IEA Region,Sector,Metric,Scenario,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
 OECD ,Industry,Heat,Pathway,0,0,0,0,0,0,-0.03,-0.062997031165398,-0.120925925461426,-0.162027130059962,-0.193907701133597,-0.21995602435599,-0.24197956783434,-0.261057228954527,-0.277884918652018,-0.292937800028161,-0.306554787583468,-0.318986123250555,-0.33042184351172,-0.341009666728905,-0.350866694324189,-0.360087327849091,-0.368748781667712,-0.376915017546583,-0.384639614024093,-0.391967898922726,-0.398938561024933,-0.405584886478033,-0.411935720134849,-0.418016222145119,-0.42384846999636,-0.429451942406285,-0.434843911842611,-0.44003976562347,-0.445053270646232,-0.449896793218754,-0.454581482831532,-0.459117426743656,-0.463513780774061,-0.467778880562277,-0.471920336697104,-0.475945116441147,-0.47985961425569,-0.483669712918658,-0.487380836702313,-0.49099799781729,-0.494525837120935,-0.497968659919497,-0.501330467557072,-0.504614985372598,-0.507825687514782,-0.510965819029414,-0.514038415571116,-0.517046321039684,-0.519992203397848,-0.522878568890925,-0.525707774858305,-0.528482041300849,-0.531203461346426,-0.533874010737175,-0.536495556446232,-0.539069864518034,-0.541598607214686,-0.544083369540796,-0.546525655210559,-0.548926892113318,-0.551288437327373,-0.553611581726097,-0.555897554215525,-0.558147525638221,-0.560362612374484,-0.562543879668625,-0.564692344705116,-0.566808979456842,-0.568894713325442,-0.570950435591668,-0.572976997691946,-0.574975215335712,-0.576945870476726,-0.578889713150255,-0.580807463186953,-0.582699811813222,-0.584567423146976,-0.586410935596877,-0.588230963172464,-0.590028096711855,-0.591802905033203,-0.593555936015499,-0.595287717613868,-0.596998758814062,-0.598689550530476
 OECD ,Industry,Bioenergy,Pathway,0,0,0,0,0,0,-0.03,-0.062997031165398,-0.120925925461426,-0.162027130059962,-0.193907701133597,-0.21995602435599,-0.24197956783434,-0.261057228954527,-0.277884918652018,-0.292937800028161,-0.306554787583468,-0.318986123250555,-0.33042184351172,-0.341009666728905,-0.350866694324189,-0.360087327849091,-0.368748781667712,-0.376915017546583,-0.384639614024093,-0.391967898922726,-0.398938561024933,-0.405584886478033,-0.411935720134849,-0.418016222145119,-0.42384846999636,-0.429451942406285,-0.434843911842611,-0.44003976562347,-0.445053270646232,-0.449896793218754,-0.454581482831532,-0.459117426743656,-0.463513780774061,-0.467778880562277,-0.471920336697104,-0.475945116441147,-0.47985961425569,-0.483669712918658,-0.487380836702313,-0.49099799781729,-0.494525837120935,-0.497968659919497,-0.501330467557072,-0.504614985372598,-0.507825687514782,-0.510965819029414,-0.514038415571116,-0.517046321039684,-0.519992203397848,-0.522878568890925,-0.525707774858305,-0.528482041300849,-0.531203461346426,-0.533874010737175,-0.536495556446232,-0.539069864518034,-0.541598607214686,-0.544083369540796,-0.546525655210559,-0.548926892113318,-0.551288437327373,-0.553611581726097,-0.555897554215525,-0.558147525638221,-0.560362612374484,-0.562543879668625,-0.564692344705116,-0.566808979456842,-0.568894713325442,-0.570950435591668,-0.572976997691946,-0.574975215335712,-0.576945870476726,-0.578889713150255,-0.580807463186953,-0.582699811813222,-0.584567423146976,-0.586410935596877,-0.588230963172464,-0.590028096711855,-0.591802905033203,-0.593555936015499,-0.595287717613868,-0.596998758814062,-0.598689550530476
 OECD ,Industry,Other renewables,Pathway,0,0,0,0,0,0,-0.03,-0.062997031165398,-0.120925925461426,-0.162027130059962,-0.193907701133597,-0.21995602435599,-0.24197956783434,-0.261057228954527,-0.277884918652018,-0.292937800028161,-0.306554787583468,-0.318986123250555,-0.33042184351172,-0.341009666728905,-0.350866694324189,-0.360087327849091,-0.368748781667712,-0.376915017546583,-0.384639614024093,-0.391967898922726,-0.398938561024933,-0.405584886478033,-0.411935720134849,-0.418016222145119,-0.42384846999636,-0.429451942406285,-0.434843911842611,-0.44003976562347,-0.445053270646232,-0.449896793218754,-0.454581482831532,-0.459117426743656,-0.463513780774061,-0.467778880562277,-0.471920336697104,-0.475945116441147,-0.47985961425569,-0.483669712918658,-0.487380836702313,-0.49099799781729,-0.494525837120935,-0.497968659919497,-0.501330467557072,-0.504614985372598,-0.507825687514782,-0.510965819029414,-0.514038415571116,-0.517046321039684,-0.519992203397848,-0.522878568890925,-0.525707774858305,-0.528482041300849,-0.531203461346426,-0.533874010737175,-0.536495556446232,-0.539069864518034,-0.541598607214686,-0.544083369540796,-0.546525655210559,-0.548926892113318,-0.551288437327373,-0.553611581726097,-0.555897554215525,-0.558147525638221,-0.560362612374484,-0.562543879668625,-0.564692344705116,-0.566808979456842,-0.568894713325442,-0.570950435591668,-0.572976997691946,-0.574975215335712,-0.576945870476726,-0.578889713150255,-0.580807463186953,-0.582699811813222,-0.584567423146976,-0.586410935596877,-0.588230963172464,-0.590028096711855,-0.591802905033203,-0.593555936015499,-0.595287717613868,-0.596998758814062,-0.598689550530476
 OECD ,Transport,Transport,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 OECD ,Transport,Oil,Pathway,0,0,0,0,0,0,-0.03,-0.03,-0.04,-0.04,-0.04,-0.05,-0.05,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.1,-0.11,-0.11,-0.12,-0.13,-0.14,-0.15,-0.16,-0.18,-0.19,-0.2,-0.22,-0.23,-0.25,-0.27,-0.29,-0.3,-0.32,-0.34,-0.36,-0.39,-0.41,-0.43,-0.45,-0.47,-0.5,-0.52,-0.54,-0.56,-0.59,-0.61,-0.63,-0.65,-0.67,-0.69,-0.71,-0.72,-0.74,-0.76,-0.77,-0.79,-0.8,-0.81,-0.82,-0.84,-0.85,-0.86,-0.86,-0.87,-0.88,-0.89,-0.89,-0.9,-0.91,-0.91,-0.92,-0.92,-0.93,-0.93,-0.93,-0.94,-0.94,-0.94,-0.94,-0.95,-0.95,-0.95,-0.95,-0.96,-0.96,-0.96
 OECD ,Transport,International bunkers,Pathway,0,0,0,0,0,0,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.1,-0.1,-0.11,-0.11,-0.12,-0.13,-0.13,-0.14,-0.14,-0.15,-0.15,-0.16,-0.17,-0.17,-0.18,-0.19,-0.19,-0.2,-0.2,-0.21,-0.22,-0.22,-0.23,-0.24,-0.24,-0.25,-0.26,-0.27,-0.27,-0.28,-0.29,-0.29,-0.3,-0.31,-0.32,-0.32,-0.33,-0.34,-0.35,-0.35,-0.36,-0.37,-0.38,-0.38,-0.39,-0.4,-0.41,-0.42,-0.42,-0.43,-0.44,-0.45,-0.46,-0.47,-0.47,-0.48,-0.49,-0.5,-0.51,-0.52,-0.53,-0.54,-0.54,-0.55,-0.56,-0.57,-0.58,-0.59,-0.6,-0.61,-0.62,-0.63,-0.64,-0.65,-0.66,-0.67,-0.68
 OECD ,Transport,Electricity,Pathway,0,0,0,0,0,0,0.54,0.58,0.63,0.67,0.72,0.77,0.82,0.88,0.94,1,1.34,1.65,1.93,2.18,2.42,2.53,2.65,2.78,2.92,3.06,3.22,3.38,3.55,3.73,3.92,4.17,4.43,4.69,4.97,5.25,5.54,5.84,6.14,6.44,6.74,7.16,7.6,8.03,8.47,8.91,9.35,9.79,10.22,10.64,11.05,11.45,11.84,12.22,12.57,12.92,13.25,13.55,13.85,14.12,14.38,14.62,14.85,15.06,15.25,15.43,15.59,15.75,15.88,16.01,16.13,16.24,16.33,16.42,16.5,16.57,16.64,16.7,16.75,16.8,16.85,16.88,16.92,16.95,16.98,17,17.03,17.05,17.07,17.08,17.1
 OECD ,Transport,Biofuels,Pathway,0,0,0,0,0,0,-0.03,-0.03,-0.04,-0.04,-0.04,-0.05,-0.05,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.1,-0.11,-0.11,-0.12,-0.13,-0.14,-0.15,-0.16,-0.18,-0.19,-0.2,-0.22,-0.23,-0.25,-0.27,-0.29,-0.3,-0.32,-0.34,-0.36,-0.39,-0.41,-0.43,-0.45,-0.47,-0.5,-0.52,-0.54,-0.56,-0.59,-0.61,-0.63,-0.65,-0.67,-0.69,-0.71,-0.72,-0.74,-0.76,-0.77,-0.79,-0.8,-0.81,-0.82,-0.84,-0.85,-0.86,-0.86,-0.87,-0.88,-0.89,-0.89,-0.9,-0.91,-0.91,-0.92,-0.92,-0.93,-0.93,-0.93,-0.94,-0.94,-0.94,-0.94,-0.95,-0.95,-0.95,-0.95,-0.96,-0.96,-0.96
 OECD ,Transport,Other fuels,Pathway,0,0,0,0,0,0,-0.03,-0.03,-0.04,-0.04,-0.04,-0.05,-0.05,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.1,-0.11,-0.11,-0.12,-0.13,-0.14,-0.15,-0.16,-0.18,-0.19,-0.2,-0.22,-0.23,-0.25,-0.27,-0.29,-0.3,-0.32,-0.34,-0.36,-0.39,-0.41,-0.43,-0.45,-0.47,-0.5,-0.52,-0.54,-0.56,-0.59,-0.61,-0.63,-0.65,-0.67,-0.69,-0.71,-0.72,-0.74,-0.76,-0.77,-0.79,-0.8,-0.81,-0.82,-0.84,-0.85,-0.86,-0.86,-0.87,-0.88,-0.89,-0.89,-0.9,-0.91,-0.91,-0.92,-0.92,-0.93,-0.93,-0.93,-0.94,-0.94,-0.94,-0.94,-0.95,-0.95,-0.95,-0.95,-0.96,-0.96,-0.96
 OECD ,Buildings,Buildings,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 OECD ,Buildings,Coal,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Oil,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Natural gas,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Electricity,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.07,-0.09,-0.1,-0.12,-0.13,-0.15,-0.17,-0.18,-0.2,-0.22,-0.24,-0.26,-0.28,-0.29,-0.31,-0.33,-0.35,-0.36,-0.38,-0.4,-0.41,-0.43,-0.44,-0.46,-0.47,-0.48,-0.48,-0.49,-0.5,-0.5,-0.51,-0.52,-0.53,-0.53,-0.54,-0.54,-0.55,-0.56,-0.56,-0.57,-0.57,-0.58,-0.58,-0.59,-0.6,-0.6,-0.61,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.73,-0.74
 OECD ,Buildings,Heat,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Bioenergy,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Traditional biomass,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Buildings,Other renewables,Pathway,0,0,0,0,0,0,-0.03,-0.04,-0.05,-0.06,-0.08,-0.09,-0.1,-0.12,-0.14,-0.15,-0.17,-0.19,-0.21,-0.23,-0.25,-0.27,-0.29,-0.31,-0.32,-0.34,-0.36,-0.38,-0.4,-0.41,-0.43,-0.45,-0.46,-0.48,-0.49,-0.5,-0.51,-0.51,-0.52,-0.53,-0.53,-0.54,-0.55,-0.56,-0.56,-0.57,-0.58,-0.58,-0.59,-0.59,-0.6,-0.61,-0.61,-0.62,-0.62,-0.63,-0.63,-0.64,-0.64,-0.65,-0.65,-0.66,-0.66,-0.67,-0.67,-0.68,-0.68,-0.68,-0.69,-0.69,-0.7,-0.7,-0.7,-0.71,-0.71,-0.72,-0.72,-0.72,-0.73,-0.73,-0.74,-0.74,-0.74,-0.75,-0.75,-0.75,-0.76,-0.76,-0.76,-0.77,-0.77
 OECD ,Other,Other,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 OECD ,Other,Petrochem. feedstock,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Total primary demand,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Coal,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Oil,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Natural gas,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Nuclear,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Hydro,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Bioenergy,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TPED,Other renewables,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Power sector,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Coal,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Oil,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Natural gas,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Nuclear,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Hydro,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Bioenergy,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Power sector,Other renewables,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Other energy sector,Other energy sector,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Other energy sector,Electricity,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Total final consumption,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Coal,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Oil,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Natural gas,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Electricity,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Heat,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Bioenergy,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,TFC,Other renewables,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Industry,Industry,Pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonOECD ,Industry,Coal,Pathway,0,0,0,0,0,0,-0.03,-0.062997031165398,-0.120925925461426,-0.162027130059962,-0.193907701133597,-0.21995602435599,-0.24197956783434,-0.261057228954527,-0.277884918652018,-0.292937800028161,-0.306554787583468,-0.318986123250555,-0.33042184351172,-0.341009666728905,-0.350866694324189,-0.360087327849091,-0.368748781667712,-0.376915017546583,-0.384639614024093,-0.391967898922726,-0.398938561024933,-0.405584886478033,-0.411935720134849,-0.418016222145119,-0.42384846999636,-0.429451942406285,-0.434843911842611,-0.44003976562347,-0.445053270646232,-0.449896793218754,-0.454581482831532,-0.459117426743656,-0.463513780774061,-0.467778880562277,-0.471920336697104,-0.475945116441147,-0.47985961425569,-0.483669712918658,-0.487380836702313,-0.49099799781729,-0.494525837120935,-0.497968659919497,-0.501330467557072,-0.504614985372598,-0.507825687514782,-0.510965819029414,-0.514038415571116,-0.517046321039684,-0.519992203397848,-0.522878568890925,-0.525707774858305,-0.528482041300849,-0.531203461346426,-0.533874010737175,-0.536495556446232,-0.539069864518034,-0.541598607214686,-0.544083369540796,-0.546525655210559,-0.548926892113318,-0.551288437327373,-0.553611581726097,-0.555897554215525,-0.558147525638221,-0.560362612374484,-0.562543879668625,-0.564692344705116,-0.566808979456842,-0.568894713325442,-0.570950435591668,-0.572976997691946,-0.574975215335712,-0.576945870476726,-0.578889713150255,-0.580807463186953,-0.582699811813222,-0.584567423146976,-0.586410935596877,-0.588230963172464,-0.590028096711855,-0.591802905033203,-0.593555936015499,-0.595287717613868,-0.596998758814062,-0.598689550530476
NonOECD ,Industry,Oil,Pathway,0,0,0,0,0,0,-0.03,-0.062997031165398,-0.120925925461426,-0.162027130059962,-0.193907701133597,-0.21995602435599,-0.24197956783434,-0.261057228954527,-0.277884918652018,-0.292937800028161,-0.306554787583468,-0.318986123250555,-0.33042184351172,-0.341009666728905,-0.350866694324189,-0.360087327849091,-0.368748781667712,-0.376915017546583,-0.384639614024093,-0.391967898922726,-0.398938561024933,-0.405584886478033,-0.411935720134849,-0.418016222145119,-0.42384846999636,-0.429451942406285,-0.434843911842611,-0.44003976562347,-0.445053270646232,-0.449896793218754,-0.454581482831532,-0.459117426743656,-0.463513780774061,-0.467778880562277,-0.471920336697104,-0.475945116441147,-0.47985961425569,-0.483669712918658,-0.487380836702313,-0.49099799781729,-0.494525837120935,-0.497968659919497,-0.501330467557072,-0.504614985372598,-0.507825687514782,-0.510965819029414,-0.514038415571116,-0.517046321039684,-0.519992203397848,-0.522878568890925,-0.525707774858305,-0.528482041300849,-0.531203461346426,-0.533874010737175,-0.536495556446232,-0.539069864518034,-0.541598607214686,-0.544083369540796,-0.546525655210559,-0.548926892113318,-0.551288437327373,-0.553611581726097,-0.555897554215525,-0.558147525638221,-0.560362612374484,-0.562543879668625,-0.564692344705116,-0.566808979456842,-0.568894713325442,-0.570950435591668,-0.572976997691946,-0.574975215335712,-0.576945870476726,-0.578889713150255,-0.580807463186953,-0.582699811813222,-0.584567423146976,-0.586410935596877,-0.588230963172464,-0.590028096711855,-0.591802905033203,-0.593555936015499,-0.595287717613868,-0.596998758814062,-0.598689550530476
